Segment Name,Percentage of Matched Trips,Count of Matched Trips,Shared Streets Geometry ID
Southwest Salmon Street,0.6,"10,000",28656e21b8eaaea3b18ccae59229a544
Southwest 6th Avenue,0.6,"10,000",d503c067f4321e97d006883f86f3202e
,0.6,"10,000",982cd591fddf1e20ab83b42614c0113c
Northwest 21st Avenue,0.6,"10,100",0d55410a1d10542536ac7210e48caef9
Northwest 21st Avenue,0.6,"10,100",1a1364a300413178987721326cc3d760
Northwest Glisan Street,0.6,"10,100",32c5941b4c5dcec3a19b1d9d5afbb4a8
Northeast Weidler Street,0.6,"10,100",487037711b0e105913beb38cc4c31fe9
South Moody Avenue,0.6,"10,100",4b029ea69f9437ec6b320cc3282cde14
North Williams Avenue,0.6,"10,100",57cbd3488c37940fbad3d32aa874c3ec
Southwest Ankeny Street,0.6,"10,100",7d7b1d31e9dd97382e3561841f9d67cb
South Moody Avenue,0.6,"10,100",7e023f0addfea8fbf7ddbfadd2446c6a
Southeast 29th Avenue,0.6,"10,100",8fbda866aec811a9e1b4bfee71ccc0e1
Southeast 9th Avenue,0.6,"10,100",97a1f8b889421fd3ad1131e5c540bd35
Southeast Hawthorne Boulevard,0.6,"10,100",b5d37e02f32fae0ec917058813008934
Southeast Salmon Street,0.6,"10,100",ba98b1b04bb3bd7e1bc65edca28ddada
Northwest Everett Street,0.6,"10,100",c30e70ede37900ee5d347fd1868f35da
Southwest Naito Parkway,0.6,"10,100",c4e9525c13784769a07dd761edae3705
Northwest Davis Street,0.6,"10,100",f12d874307676019604bf029e74d99ed
Southeast 33rd Avenue,0.6,"10,100",246071b1369aec62c15ea9c821b52e3f
Southwest Madison Street,0.6,"10,100",36182558f2020f6f54b97fb9dd2c301e
East Burnside Street,0.6,"10,100",3c1e992d9b83aec7a5b0a7879b9313fd
Northwest 22nd Avenue,0.6,"10,100",413463da47e29a5f67893cd407761394
Southwest 13th Avenue,0.6,"10,100",a70c4bafc4e88e339f160b0f2bf68c1f
Southwest 10th Avenue,0.6,"10,100",bc326e84f9657fba248ab62e8eaac9c9
Northwest 11th Avenue,0.6,"10,100",9c882fc57aabde8090ff4c36b245c741
Northeast Couch Street,0.6,"10,100",1d5754313e6efbb981eee52dd4794c84
Northeast 16th Avenue,0.6,"10,100",426582367335e95d7cbd1e3d63ff9e67
Southwest Harvey Milk Street,0.6,"10,100",c313c80778d11534565868bb8db52c16
Southeast 28th Avenue,0.6,"10,100",d92efdbfb0f60a2853c28fa01f472d88
Northeast Irving Street,0.6,"10,100",fde69b2fa0e2efc3938d005c772bc53f
Northwest 12th Avenue,0.6,"10,100",e0132b0d2fb049142755f45649abc3fb
Southeast 7th Avenue,0.6,"10,100",fc7177f553982597bafa988fea413852
,0.6,"10,100",24efae52f3cb57cb06eab81ff684e66d
Southeast 20th Avenue,0.6,"10,100",652fe1481bcf112166a7ff50c456939f
,0.6,"10,100",bd6d9fd8d7c959d9a333fb8784996c7c
Northwest Everett Street,0.6,"10,100",025cdd93f82a1825eebc6388fb236da8
Southeast 12th Avenue,0.6,"10,100",5aa4de4fda113988e553b9a9f79b5ad6
Southwest Jefferson Street,0.6,"10,100",8c59bc6afdf4b617e67e0418572fa305
Southwest Jefferson Street,0.6,"10,100",cbd18a8dadfb7460a4e7227166195a4e
Southwest Jefferson Street,0.6,"10,100",eef1096091bd568a16c500180273fc63
Southwest Columbia Street,0.6,"10,100",301102e98b412d003824eb5c2cc067db
Southwest Columbia Street,0.6,"10,100",4ba8715e9c52905b23fc7d7df03a9742
Northwest Johnson Street,0.6,"10,200",01eba00951f0ca40c11241ea476945ea
Northwest Hoyt Street,0.6,"10,200",131d30f4f8fcd3f514d86d524c1236dd
West Burnside Street,0.6,"10,200",36a6f12a886aab3abd4cb48a2f0bbab0
Northwest Davis Street,0.6,"10,200",7c0117ba5727dc25c9e48dac403f80d9
South Moody Avenue,0.6,"10,200",aa828bd7780cac8ca41ae4099ce01d79
Northwest 21st Avenue,0.6,"10,200",ad4c28bfa266a8d56f9d125c9e05960e
Northwest Johnson Street,0.6,"10,200",b165638b4eaa78e7466777c8eae22bc6
Northwest Everett Street,0.6,"10,200",ffb8b6c6a1220e3d8b545dc64b9dde12
Southeast 33rd Avenue,0.6,"10,200",43763c7ea7c4b2430e4b16c414c31864
Northwest 15th Avenue,0.6,"10,200",7b214f36cd5ef49bf6ffdda4747cc654
Southwest Morrison Street,0.6,"10,200",f593515ed61e68b7e3ab4fa716521e07
Northwest 11th Avenue,0.6,"10,200",0b03d069e088f357f41a4e3a14dd2b9e
Northeast Irving Street,0.6,"10,200",13f2c101e46436b1086661f8a466bd96
Southwest Salmon Street,0.6,"10,200",1647f81d7777e958198594f6e5d38176
Northeast Tillamook Street,0.6,"10,200",61f16fb7c6ae1ca0bb8828474cf4c31c
Northeast Tillamook Street,0.6,"10,200",6ecb6b64fbfa73d81a98818165035e3f
Southwest Salmon Street,0.6,"10,200",a92aeb2cb83b2631176c98793a42c77c
Northeast Tillamook Street,0.6,"10,200",d47d558d291b1103841c844fe914c61c
Northwest 14th Avenue,0.6,"10,200",d866ed12549946afff21e50c139dc54b
Southeast 7th Avenue,0.6,"10,200",a39c3c584f9fae7fa6844a2326173807
South Moody Avenue,0.6,"10,200",70dbe8e20c8b64dff53be8d9fcda6c98
Southwest Naito Parkway,0.6,"10,200",cb24a433afe35dc742f6b1b4d6c9d9e6
Southwest 4th Avenue,0.6,"10,200",3775372e4ef641ebfed3a291ce6f46b0
Southeast Belmont Street,0.6,"10,200",753996b3410b69be001da03733c94656
North Vancouver Avenue,0.6,"10,200",8bf4b19dbd85bc079bb140e48cd415c8
North Vancouver Avenue,0.6,"10,200",b58b9b2e69821b30671941e4727bf186
North Vancouver Avenue,0.6,"10,200",c55fef8c59de97d8c985f5e2df7b29a7
Northwest Thurman Street,0.6,"10,200",fd5d199eaca1960a0121f88a285ecd3a
Southwest Morrison Street,0.6,"10,200",307608c032fb986296fc3da2094dbb14
,0.5,"7,100",07a762185fa5d178da009ead486b646a
Southeast Elliott Avenue,0.5,"7,100",0b9e5b3c7ddb12f4be80c207469f7052
,0.5,"7,100",108ebacbc79dde187c28b44fe3f1c9fc
Southwest Harrison Street,0.5,"7,100",2da4d0ca77cf5ca83ccad3b6dfde0129
Northwest Kearney Street,0.5,"7,100",34a97e39121a3123b6c38ec100105a8c
,0.5,"7,100",47d077a099ecab213a287851539c47ea
Northwest Flanders Street,0.5,"7,100",5594b62804f8e63f42a986859e885bee
Southeast 6th Avenue,0.5,"7,100",89d1aeaab20e8c65d95ac66c8e145393
Northwest Glisan Street,0.5,"7,100",bb4cdf055b7adc0eb1b6de6c2879bc91
Southeast Hawthorne Boulevard,0.5,"7,100",f5855ccf8134737ec504539e01418c54
East Burnside Street,0.5,"7,100",3b0f714989c7c28c30cb489380440a6a
Northeast 20th Avenue,0.5,"7,100",e30b24b02514335634ad1ae413b6e27d
,0.5,"7,100",eea9d1e28e5e191eb9d9eda4312dca12
East Burnside Street,0.5,"7,100",f97b04562c20d10780620b334df3b2cc
West Burnside Street,0.5,"7,100",408de2e535d59bf6ce3715d038f7138b
North Skidmore Street,0.5,"7,100",00c5861adfee7e7c0fc3a0d52869e862
North Skidmore Street,0.5,"7,100",933a52e1555237c73d1cbf39bf3ad8e2
Southwest Jefferson Street,0.5,"7,100",39367a95b59a3c87cf26a9162c6a8c8e
Northwest 2nd Avenue,0.5,"7,100",6815dd1c730c9e92d1317f9687f73b7a
Southeast Gladstone Street,0.5,"7,100",bb54eba40312d6d92365b59497d8d548
Southwest Jefferson Street,0.5,"7,100",d20b7a10e699ec864cc031232f0f57c8
Northeast 26th Avenue,0.5,"7,100",d2e7e39d64473fb8c0114e89e1b28897
Northeast 26th Avenue,0.5,"7,100",e62e1249e1c16aaac692ae354fad8a34
Southeast 52nd Avenue,0.5,"7,100",291f252903a33beefdf2131c98122d3c
Southwest 5th Avenue,0.5,"7,100",7d35b5334f322054388bf05d86f88ecf
Southwest 12th Avenue,0.5,"7,100",92a82aa8745be48e415078dc746464f1
North Williams Avenue,0.5,"7,100",f5bca8c589e2260fb4e09921b60d7e29
Southeast Division Street,0.5,"7,100",0ea0532255112aa0703f89a8ebbc83d2
Southeast 16th Avenue,0.5,"7,100",7c13e7c107e2a5580a337190f0372181
Southwest 2nd Avenue,0.5,"7,100",bc79659b14f94cb33253c13f90d20de1
Southwest Broadway,0.5,"7,100",d50d0eba1f5f7e2e0733f449dbdb7491
Southwest Yamhill Street,0.5,"7,100",d7fb3e94408b66338756635835d8329c
Northwest 20th Avenue,0.5,"7,100",0f2a3ae27ef56d1dd8baede8886490d8
,0.5,"7,100",8dcb1b938d90067f8eb8ff24da088624
Southwest Park Avenue,0.5,"7,100",d233aec34e7b4ec07b158049fe55e8db
Southwest Park Avenue,0.5,"7,100",e85b4aa83ed01178c4bbc2d74ad957d1
Southwest Park Avenue,0.5,"7,100",f7d7bcd1c23204d6de0fce8a418fd3e6
Southwest 6th Avenue,0.5,"7,100",59747c6ee7a5398dcb6b2154ffdfc1a9
Southwest Salmon Street,0.5,"7,100",b86a6e6a13c304f84bf9e48782990e80
Southwest Alder Street,0.5,"7,100",600d961ad4cd220220d9fccd0ece34dc
Southwest Madison Street,0.5,"7,100",9105c613d19a3243482cf2ddcf92a49f
Southwest 5th Avenue,0.5,"7,100",c031f434606b29f4ec1ae3636ef2fe1c
Southwest Yamhill Street,0.5,"7,100",739ea7cc7047940ad77543de6c98a677
Northeast Tillamook Street,0.5,"7,100",0b37d47bba240d44186e6dc9f52bd5bb
Southwest Yamhill Street,0.5,"7,100",16342c406a3572dfd33cf930c35ea57d
Northeast Tillamook Street,0.5,"7,100",62accdd301d7f6cf6ad5113772bd8d64
Northwest Front Avenue,0.5,"7,200",102822c3040caab61e4776d774eb8334
,0.5,"7,200",443727c4863a9b465293f76571eab21a
Northwest Kearney Street,0.5,"7,200",53aa0b01ce877e99d32adec207242ed3
Southeast 29th Avenue,0.5,"7,200",67a1728b89fe5f73faf9ebcbc8759a11
Southwest Pine Street,0.5,"7,200",6860ab4ba62412cd50c8e9fc664b37a7
Southeast Hawthorne Boulevard,0.5,"7,200",69e09a79a4c6327cfd6d2bfa7966a3e5
Northeast 12th Avenue,0.5,"7,200",8af103cbc6c6203a30f93d80006719bc
Southwest Ash Street,0.5,"7,200",8cc99df4bc9018a49cc49e2f80fbbcf0
,0.5,"7,200",923a4b541aaee9d6294de6d9f0120389
Springwater on the Willamette,0.5,"7,200",a175e2642dc4904e9a8fc5695f77790a
Northwest Kearney Street,0.5,"7,200",afc204c136ac0abb7c56af1b09ddec3a
Springwater on the Willamette,0.5,"7,200",b8ebffe8ca29b8d4f46761e1fe2961fa
,0.5,"7,200",befcfbef1c65a6529183b696bb8f3e31
Northwest Kearney Street,0.5,"7,200",c0253a28ed0c2fbe8644a27d34c892ec
Southwest Yamhill Street,0.5,"7,200",c183bfa81af0cfacc3d0056cbf1270b0
Southwest Harrison Street,0.5,"7,200",c8d5b5b9b7d34200a5098a74d6029c0f
Southeast 6th Avenue,0.5,"7,200",d25eaac5ee9232080386d7f863d4560d
North Failing Street,0.5,"7,200",dc1f2450c7586ca789e5133fa2b2a2e5
Southeast 29th Avenue,0.5,"7,200",fc8060e94a0f61d3b48c06a867922398
East Burnside Street,0.5,"7,200",7677a57586202e17b1756177614179d0
Southwest 11th Avenue,0.5,"7,200",d147284e6824f5f1b98ee4528d707afc
Southwest 5th Avenue,0.5,"7,200",07dd073c59418dbc7e268675bbd676ca
Southwest 18th Avenue,0.5,"7,200",5039d2b76e692286f08a3949b61ecebf
North Skidmore Street,0.5,"7,200",822f6bf979c7265c4ddc17429f11fce8
Southwest 2nd Avenue,0.5,"7,200",01c0e11bda6f9fb2cbdcd707a85395da
Northwest Lovejoy Street,0.5,"7,200",1053d9d306befbd8d352002804bca346
Northeast Regents Drive,0.5,"7,200",f416a553d7a41f397695cbf71f21972e
Southeast Gladstone Street,0.5,"7,200",0f92f8a8c52cb48aeb0b51f218dec3dd
Southeast Stark Street,0.5,"7,200",192feecf9f0472e334dcc60db124c811
Northeast Tillamook Street,0.5,"7,200",6c2d0ff1921a01e04662385046fce162
Northeast 28th Avenue,0.5,"7,200",7e3e820cdc3804221f6fd1671dfc9362
Southeast 9th Avenue,0.5,"7,200",fd303fbd393faf67ff7ddfa3bce52685
Northwest 3rd Avenue,0.5,"7,200",61db46d4b2b6562ef5184561172fd400
Southeast Salmon Street,0.5,"7,200",26b9f4644462167f3be4468dbb51266f
Southeast Salmon Street,0.5,"7,200",78ac62a0d9c6eecd2a6929456f7fe008
Southwest 5th Avenue,0.5,"7,200",8ee77a41424dfb5553302ff8552f0d8b
Northeast Ainsworth Street,0.5,"7,200",54682127ae9ce4c177189088825a2376
Southwest 6th Avenue,0.5,"7,200",5063b15551ac5a9bc20e27fb29e0b0be
Southwest 5th Avenue,0.5,"7,200",5f18c82c5757b5e4a06b15d8dcc75b46
Southeast Hawthorne Boulevard,0.5,"7,200",7e733a523c54b252b396febae2a8662f
Southeast Hawthorne Boulevard,0.5,"7,200",ca236f326853aa9b18817dc6ebeea116
Southwest 5th Avenue,0.5,"7,200",e69650fe3d11f678e9a7c667f5e6e68e
Southwest 13th Avenue,0.5,"7,200",255dfcfc249dcd51a8fe5acd88f73e1b
Northwest Naito Parkway,0.5,"7,200",6cfebd003bf971734bc0ec81d8b91811
Southwest Park Avenue,0.5,"7,200",06eac85d62d9d9739a1ceb9981eb38eb
Northeast Multnomah Street,0.5,"7,200",3618f5e9eb08de03f8d621033388de46
Southwest Park Avenue,0.5,"7,200",a79a5b771783fed741ae60ae3a3bb208
Southwest Park Avenue,0.5,"7,200",e59c385206d39f70510dd564105e4abe
Southwest Taylor Street,0.5,"7,200",03efc943803100bb529145add4846063
Southwest 3rd Avenue,0.5,"7,200",39ba73ce4c371fc12a7aa537f72cc75d
Southwest 13th Avenue,0.5,"7,200",89d06836188d8d8a6b81ad39a25382cc
Southwest Yamhill Street,0.5,"7,200",c6b5dded367ab94a42fb355757ad1565
Southeast 12th Avenue,0.5,"7,200",a030eae35e20849a8e1e33747ce46db8
Southeast 12th Avenue,0.5,"7,200",f0e17c2a9a0d6dfe24288fdbb036f935
Southwest Columbia Street,0.5,"7,200",f6589a58848dfa6d529fe8138e38d9e3
Southwest 6th Avenue,0.5,"7,200",ba4370fe98f7a9b45e6ebd2932b9d7d4
Southwest Columbia Street,0.5,"7,200",e62a6c60325ec64b7aa6af69ebd9168c
Northeast Davis Street,0.5,"7,200",e88d34095a6503de4f4b10c3285b2afc
Northeast Tillamook Street,0.5,"7,200",ecff29001cfaa1a357e815394abfca18
Southwest 12th Avenue,0.5,"7,200",19be29a520426debc02af537cfd8d005
,0.5,"7,200",5d20d1bc84590b2e7ebc49bce2da2158
Northeast Rodney Avenue,0.5,"7,300",0e2e71baed9d172589ab3263950dbd6c
Northwest Glisan Street,0.5,"7,300",26c1faa80a3a057818d5945eac22af80
Southeast Ankeny Street,0.5,"7,300",2e69955afcc1fcaab2b30b00f2b3b63d
Southwest Ash Street,0.5,"7,300",422ea2d451973edd38cf739c5d48b41b
Southwest Yamhill Street,0.5,"7,300",6fa493fbe2a84af4a4d51d9329501f87
Northwest Kearney Street,0.5,"7,300",710d2f6a5827dd165ed578f783024378
West Burnside Street,0.5,"7,300",83f10a7639c7d7145919608e4625235d
Southeast 6th Avenue,0.5,"7,300",b75947543df20261bca68ea702cdc3f4
Southwest Ash Street,0.5,"7,300",d8cd2ae54c44f500150d931acead1757
Northwest Glisan Street,0.5,"7,300",e98117efaa6f9ec4dd9e5800b8522191
Southwest 11th Avenue,0.5,"7,300",0cd05db497c0ca4d14e789a506fc736a
Northeast 20th Avenue,0.5,"7,300",26af908b3a05637e65938cda35536db1
Northeast Rodney Avenue,0.5,"7,300",e3b6840a327941034338bf46d102d145
Northeast 28th Avenue,0.5,"7,300",217baef430ac2389bddb83f9eb72a3e9
Southwest 2nd Avenue,0.5,"7,300",075652dfb001764ac1c1f560b4a057e2
Southeast Taylor Street,0.5,"7,300",1ffdff22c4731a2bedf8f2c156db5f3f
Northwest Glisan Street,0.5,"7,300",46c1334b004d611a0fe86b32b5be9986
Southeast Taylor Street,0.5,"7,300",4a1710e02f4a4c6026c88e0f07289dc5
Northeast Going Street,0.5,"7,300",6fdce22c0adbe8215d7ef6a6060c4e12
Northwest 4th Avenue,0.5,"7,300",8f767fd49782c101a3fc21a015485c1a
Northeast Going Street,0.5,"7,300",b588e8aa6290fc51765e5d15704ab122
Southwest 6th Avenue,0.5,"7,300",cc994e7eb4e70a0266c73025bb32e257
Southwest Market Street,0.5,"7,300",03f36931ff7a926af4f9b612205e2ff9
Southeast Woodward Street,0.5,"7,300",b7a9962aa9bb87dc0da67e0b85ce65bb
Southeast 52nd Avenue,0.5,"7,300",b4866583b648731c13886930de4f6516
Southeast 6th Avenue,0.5,"7,300",ca3179d2ce8f4bb00b19d4e9234beb02
Southwest Yamhill Street,0.5,"7,300",f3c7c2c4f116069dde55d74d30ca25ee
Southeast Hawthorne Boulevard,0.5,"7,300",44594706ca9b7b22b9f054a3f28773b6
Southwest Ash Street,0.5,"7,300",bec924bfdb8042dde553ceb4462d5b51
,0.5,"7,300",cce159d96e5708e3bb8f481cedeec216
Southwest 14th Avenue,0.5,"7,300",cde9618bc926875689a305306d9a6c40
Southwest Madison Street,0.5,"7,300",d3bba26200544422156e94c8b4ef69e1
Southwest 11th Avenue,0.5,"7,300",dc9a495d71fe7c4bcef34954adde3f24
,0.5,"7,300",df43eb92823fbde6f9502c0271ac7f67
Southwest Columbia Street,0.5,"7,300",8c12d976c3175a91369d55daeb3ad3d8
Northwest Johnson Street,0.5,"7,300",97663d607ae0d728c761428dc2f56bf0
,0.5,"7,300",b27a4abc3fe66ae9532fa113ba25a9f5
,0.5,"7,300",f55088d1691408dc150f1de010262943
Southwest Park Avenue,0.5,"7,300",087ea8023b29f2d2c797382bea3da802
Southwest Taylor Street,0.5,"7,300",bdaa1c4341989260fdd795bd3775bbbe
Southeast Hawthorne Boulevard,0.5,"7,300",83efd77f29ba81f05c660450c1030312
Southwest 1st Avenue,0.5,"7,300",d2e4e2d849a7267d91ba1067c902abb8
Southwest 6th Avenue,0.5,"7,300",2d264724360c6dc5c52f3c5d58e9674f
Southwest Park Avenue,0.5,"7,300",6772215d9b38c0b18ccaa755ae06a7d2
Southeast 12th Avenue,0.5,"7,300",baa6540f402d460c0c2e40a255bb7a7c
Southwest Yamhill Street,0.5,"7,300",d91f391155b43426463978b2dda77d0b
Southeast 12th Avenue Bike Lane,0.5,"7,300",60d81579ca54139c1020445b8035c01f
Northeast Davis Street,0.5,"7,300",a486c683e1c61d186c70fe528229d10b
,0.5,"7,300",51801c6ee756cbd908975acb771d927b
Southeast 6th Avenue,0.5,"7,400",0026ea68abb7ec363083e42dfbe6fe39
Southwest Pine Street,0.5,"7,400",01da4b66733d678b9de4e4d225821bb1
Southwest 4th Avenue,0.5,"7,400",087330bde5578e8f44a80ce1fdff7aa2
Northeast Rodney Avenue,0.5,"7,400",09b614537d7b8c9c9d063554579000d8
Northwest Couch Street,0.5,"7,400",289139a474367fa513a178eb2a87c784
Southwest Yamhill Street,0.5,"7,400",479e60fc2cb1fe04090d6299d8182993
Southeast 29th Avenue,0.5,"7,400",5478a777fe4afb5383432ba20c80e1b2
Southeast Hawthorne Boulevard,0.5,"7,400",7f2eb7c70fbea06085591e98cb54e00d
Northwest Flanders Street,0.5,"7,400",859f6257067fea95e1e82ba199696cef
Southeast Alder Street,0.5,"7,400",936e54cb1aa27acf0fa3c118987fca6f
Southeast Hawthorne Boulevard,0.5,"7,400",ba95ae52ef700a9a2718169a6ec5b876
Southwest 4th Avenue,0.5,"7,400",c5a869db9585ab41aeb674e482842dee
Southeast Hawthorne Boulevard,0.5,"7,400",d38491d4301abfa9856cd85d84f19b3a
Southwest Yamhill Street,0.5,"7,400",da02527667db46eef69fcfa378d653cb
Northwest Kearney Street,0.5,"7,400",f9d41554d5529fce121d3a75600ad5d3
Northeast Weidler Street,0.5,"7,400",0df42a5d84c0b753612a1296ca3ef583
North Skidmore Street,0.5,"7,400",2f5c2950a606b29062e4e5163c945a2f
Northeast 20th Avenue,0.5,"7,400",98f0f40e5063762f6f069c5921baa194
Northeast 20th Avenue,0.5,"7,400",9c1e5d5aa283908ee8979e0cf4f00452
North Skidmore Street,0.5,"7,400",a4323fea8148d61c8d8c46b8d35b72e9
Northeast Broadway,0.5,"7,400",d9e3205feaa8ce96cfdd198a229638ba
Northeast Rodney Avenue,0.5,"7,400",dab5b78fa34465365f6e76fc496ad52e
Southwest 18th Avenue,0.5,"7,400",dc8993de7c6ac6efaa4935946d6c3bb3
Southeast Clay Street,0.5,"7,400",0bece6b5e37e596e83eeb73dc859400d
Southeast Taylor Street,0.5,"7,400",1fa8a9940f68d6e09352d16741fc30f1
Southwest 18th Avenue,0.5,"7,400",323fb62155e0ef825680d6f33a030661
Southwest Salmon Street,0.5,"7,400",3607dae033ae77bf658db3eeab11a881
Southwest Jefferson Street,0.5,"7,400",497e74f6360f340daba003bcae23af60
South Harrison Street,0.5,"7,400",4f754213dbdf6fdce749dc5670ab98fd
Southwest Morrison Street,0.5,"7,400",a5b977e1b9b8bfd7c6dced38f83785dd
Southeast Taylor Street,0.5,"7,400",c086fa5e0d369667c4ce0538b3c85725
North Skidmore Street,0.5,"7,400",c7cbb41678bab63821c51402ead56845
North Skidmore Street,0.5,"7,400",d2a12436195b4ab3a9e83907076c3e04
Southwest 5th Avenue,0.5,"7,400",231f81a3f9ff0909ab68d4175365e6f4
Southeast Woodward Street,0.5,"7,400",8d19f484543a4be4f2ce488cfbfebda5
Southwest Yamhill Street,0.5,"7,400",cc23109371f6133b3734888fc8552d6f
Northeast Halsey Street,0.5,"7,400",e124c6994bd9265ca0f97dfb77478eeb
,0.5,"7,400",215e2adb3fa4c31ab7cb56c5c01b75a6
Southwest 12th Avenue,0.5,"7,400",0d4a3d6ab3f0ba7ed0a80339af325191
Southwest Yamhill Street,0.5,"7,400",8405f02e65f9c32226802efd05bac763
Southwest Park Avenue,0.5,"7,400",461b8c8ee98dff257c300c4fcaa319e4
North Killingsworth Street,0.5,"7,400",7c552baf36cda74ff17af366cc1d14d6
North Williams Avenue,0.5,"7,400",b4329b411602520d88f08c81a2fd8e39
Southwest 5th Avenue,0.5,"7,400",155719f31e99f5d01da300e06401f396
Southeast 6th Avenue,0.5,"7,400",363a76e6f2833e5c509e32c3aca62621
Southwest 5th Avenue,0.5,"7,400",8c6ca83fb11cb48c5b7602da99923763
Northeast 21st Circle Bike Lane,0.5,"7,400",b062c885a5c4a33d0d1cf037a5ee2e27
Southwest 2nd Avenue,0.5,"7,400",beb46245b87981e9a7f9cabc6c7007e5
Northwest 23rd Avenue,0.5,"7,400",d8a23e1edf6a0760f13e060611f15360
Northeast 21st Circle Bike Lane,0.5,"7,400",f63f9effb552290f487245e7cf72269b
Northwest Couch Street,0.5,"7,400",2a6559b0aa71ba3129aac5f1332efabb
Southeast Water Avenue,0.5,"7,400",b929c86cbb5fb0616024858be1ec919a
Southwest Jefferson Street,0.5,"7,400",a022de122b43e77a2efc260fa135d975
Southwest Main Street,0.5,"7,400",1cf99f212fe2b410027201849933994c
Southwest 5th Avenue,0.5,"7,400",2e1ba543b7de54b795e1075a3cb55907
Southeast Gladstone Street,0.5,"7,400",a3f24aa92468817753ff5861f543a08a
Southwest 12th Avenue,0.5,"7,400",672d3b9d02f10332e1864079a19a64a8
Southwest 12th Avenue,0.5,"7,400",7ccddef7f6782865d3d539265bed10bf
North Skidmore Street,0.5,"7,400",2dc13d500a27b1781b12163a71d5eabb
Hawthorne Bridge,0.5,"7,400",83e20f42a1103dacaaef7c5a0770ee2b
Hawthorne Bridge,0.5,"7,400",9f7776e0c916b95f7e2860705df5324d
North Skidmore Street,0.5,"7,400",adf38171385f6842896c43a3ece3dee8
Southeast Hawthorne Boulevard,0.5,"7,400",d8bb50877cc38f50ce863ab1e92605e0
Southwest 6th Avenue,0.5,"7,400",932c399f34e3c7f7961f418c34b75643
Southwest 4th Avenue,0.5,"7,400",036be0ac9cfc2bd0d29130f1ecc282d9
Southwest Columbia Street,0.5,"7,400",76aa09b96c21c6a80bd7b709ab3111dd
Southwest Park Avenue,0.5,"7,400",fc5a13d25dbf1318a55b9f874856a963
Southeast 6th Avenue,0.5,"7,400",fd922d235edd06983589541751df69cd
Southwest 12th Avenue,0.5,"7,400",600177922e7f37a49bc25abc46831a8e
Southwest 4th Avenue,0.5,"7,500",272beb0621b7020507601b3a0449e744
West Burnside Street,0.5,"7,500",2973d395878a8277ba33e1312dac34b2
Northwest 14th Avenue,0.5,"7,500",6a8dc9ec4553152fa7601d92aa4c131e
Northwest Naito Parkway,0.5,"7,500",77577c5651b408df86507c3eadfea32a
Southeast Elliott Avenue,0.5,"7,500",9b02c5f325410626c1037ffd460b7263
Southwest 4th Avenue,0.5,"7,500",bf82dd241d25cfb25efee05b68502502
Northeast 20th Avenue,0.5,"7,500",67cb616ec834617c1b9fbb13a9995623
Northeast Rodney Avenue,0.5,"7,500",7201d982c77e84c1f5c7181ead747dbb
Northeast Weidler Street,0.5,"7,500",93ceeee4d7b73a7f4c61532ccae08321
Southwest 13th Avenue,0.5,"7,500",cab4d411850d6220e3de661ea50ee81d
Northeast Alberta Street,0.5,"7,500",f6e2cf56c569892d46b034842ade8784
North Skidmore Street,0.5,"7,500",24b6e7dab6b55969ac4c458f0ada380d
Southwest 18th Avenue,0.5,"7,500",82c98b28f7f7b4a7f2a3bf89541bcb04
Southwest 18th Avenue,0.5,"7,500",aa0cbd7b618b9b8d70bcfc00cbf41228
Northeast Tillamook Street,0.5,"7,500",d056b923a2d143dd01f0fb75bfde9d54
Southwest 6th Avenue,0.5,"7,500",2973b1d7d27c11079a57ccbeed623df0
Southeast Taylor Street,0.5,"7,500",3a06cc500980a7060409264158300744
Northwest Marshall Street,0.5,"7,500",71df04c830bc05990a06049a21369793
Southeast Belmont Street,0.5,"7,500",dcbdce22be0d35175b8cfc20c4333471
Southeast 28th Avenue,0.5,"7,500",f2dcc5164b1fac813c86412a8943f20e
Southwest 5th Avenue,0.5,"7,500",0691844a59490cbc99c2c61dc4778b7a
Northeast 28th Avenue,0.5,"7,500",30592c3860295fc8a2b72dbadbdf43b6
Northeast Multnomah Street,0.5,"7,500",5576bec48c80071fb395139162bafeb2
Southeast Woodward Street,0.5,"7,500",7361a508b06eba78b0909328e248fda8
Southeast 33rd Avenue,0.5,"7,500",b51d47deb06c7e4afb848f30cb6ca92d
Northeast Multnomah Street,0.5,"7,500",e37ac90abb560f28d42312b5a5c2f137
Southwest 14th Avenue,0.5,"7,500",0366d6990728755fb3a98d5674418e0a
Southwest 14th Avenue,0.5,"7,500",2d7adb4f672ce05e65cc4786893dc97d
Southwest Park Avenue,0.5,"7,500",4e0dcb3fb9333ab823e9af22d06bdf35
Southwest Washington Street,0.5,"7,500",65514daeb826642d992273606a211dfe
Southwest Park Avenue,0.5,"7,500",a06fc3b7c98d2e30b60834f17d35b0ba
Southwest Montgomery Street,0.5,"7,500",46f1e032b3bcc13fed5a739136c65983
,0.5,"7,500",09cc4c1146a358f413a77084153960aa
Southwest 11th Avenue,0.5,"7,500",3c008cb49be7100edc50396da0940b20
Southwest 5th Avenue,0.5,"7,500",648ea6ffddcd81ed500ec09a99ed72b2
Southwest 5th Avenue,0.5,"7,500",ba7341fee98933fa8391ff96e5a267d8
Southwest Oak Street,0.5,"7,500",c4f2e5d3ce5ad53c0d5d4df7d46b79d9
Northwest 23rd Avenue,0.5,"7,500",cceb8303a65ea45560ea950771981886
