Segment Name,Percentage of Matched Trips,Count of Matched Trips,Shared Streets Geometry ID
,0.0,"< 100",4e82ec518531c176a1a268188a1110e6
North Saint Louis Avenue,0.0,"< 100",4f8c27d8e0f1c7217aadf1174be4e9f1
North Saint Louis Avenue,0.0,"< 100",53e9666d6f065992425dfa8ecf46ce5f
North Saint Louis Avenue,0.0,"< 100",54ae8b6436e8fef0bda17749aa30847f
,0.0,"< 100",54d03750d4593aaef65d98a4eb60813a
,0.0,"< 100",550b040758c2df5af3063bcbb074174f
North McKenna Avenue,0.0,"< 100",55476720cd0f1b1d6e96287e36db39f4
,0.0,"< 100",558ad8c84bd3f609957e4cfd2d7f2715
North Smith Street,0.0,"< 100",562f5d4fbbaac779948d7a7002e99a22
North Saint Louis Avenue,0.0,"< 100",56349b97fb13719f03bf644bc75906c8
Southeast Hawthorne Boulevard,0.0,"< 100",5c2964d05083e34edb8ea71ecad725ae
North Smith Street,0.0,"< 100",5c967c74b82dcac5c5e6f4a8150dedec
,0.0,"< 100",5ecf436113fef9fc3aa144dee00c170b
North Smith Street,0.0,"< 100",5f7a204dc226b72144a53ed6ae66a3c8
North Exeter Avenue,0.0,"< 100",6471cc2a0679b075623124418e8217fc
Northeast Sacramento Street,0.0,"< 100",6627dca8a245442a4e1494c07de734b4
North Smith Street,0.0,"< 100",67822845dde1f3510cc96a7359b7956d
,0.0,"< 100",6b5fb4c2974080797162e58e68594d08
,0.0,"< 100",6d5d0ced2407f617a57efbe86c598fb6
North Smith Street,0.0,"< 100",6dbc98ee4082b4eb75adbd66ceec86b0
North Smith Street,0.0,"< 100",6fe67137cb32fb3e4a921d2bbfa87f52
North Saint Louis Avenue,0.0,"< 100",74f574fa21c3e6fac158be1cac318120
Southeast Oak Street,0.0,"< 100",767e317ac5108fbc5442ebbe6fdd3bcc
North Smith Street,0.0,"< 100",7ad79a57fbd135e5f8e4a0e3ad319fdb
North McKenna Avenue,0.0,"< 100",7b952241716246996609f2c573c09f8f
North Houghton Street,0.0,"< 100",7f19ba4846be44cc8b72caf1c2da9231
Cathedral Park Trail,0.0,"< 100",82caa979f72a8e6ae4423c7a29e67c51
North Smith Street,0.0,"< 100",83a7d61d14a0d631357df6a411d3ca69
North Ivanhoe Street,0.0,"< 100",847d57c28de1d7085db8f9a85ea717cc
North Columbia Way,0.0,"< 100",85ea38826b1f2b02ddb57e84bde88f0f
Southeast Division Street,0.0,"< 100",8bb1402033e2dae3768af07fda65a1ea
North Wabash Avenue,0.0,"< 100",8c9809d6921af2ba864b0a76fceff40f
Southeast Division Street,0.0,"< 100",9033f24ee210e71239272bf8361b31a6
Northeast 73rd Avenue,0.0,"< 100",9114883542af865f234443036311fb8c
Southeast Main Street,0.0,"< 100",924eba22dc2adc1ad82b28174466e45c
Southeast Division Street,0.0,"< 100",93a0d4a60dd8d3b40b588658f9b0d11e
,0.0,"< 100",98d15eef1044c949e3a5bcc08f9eeb8c
,0.0,"< 100",a10007a9abe7960c646d20d1e260d5a4
North Smith Street,0.0,"< 100",a2e318a465038f7e25543f61e6de5c7a
North Columbia Way,0.0,"< 100",a50fd2ddb939ca2bb692a10d1a9e7bb2
North Smith Street,0.0,"< 100",a58b3ef42894de4741ef2f217117b3e7
Northeast 90th Avenue,0.0,"< 100",a5cc85f09f8a21958237e5ba070ef1fd
Southeast Division Street,0.0,"< 100",a6e92d35887de4dd22cdb30e87735d56
North Saint Louis Avenue,0.0,"< 100",a9072ca152f4e8fb75f6bf62a8c8bce5
North Saint Louis Avenue,0.0,"< 100",a9b8724246b3da778c88833b8c61db4e
Southeast Division Street,0.0,"< 100",aae3576ae38af918aa1eea68cc8111e6
,0.0,"< 100",b0bbaff702b79b1c0bb38ce6f907e46f
North Ivanhoe Street,0.0,"< 100",b2bf0c8d3cf7f6a233ad81f7421b67d0
North Saint Louis Avenue,0.0,"< 100",b4ed8c5289217a062d21ec3a4347a48d
,0.0,"< 100",b7dcd137e602bf8c30944415c3310736
North Smith Street,0.0,"< 100",b9863a83041d9d373d798a2b3e99015a
North Exeter Avenue,0.0,"< 100",b9b6fd4cfffe1ce00df05ab1e40f508f
North Houghton Street,0.0,"< 100",ba7cd1f797a4e1e08c66a1c2bc378713
North Smith Street,0.0,"< 100",bdce6075ad8ecd1263651e3e1df20d81
North Exeter Avenue,0.0,"< 100",befa40414277808311e73a4a9e4cfcda
North Baltimore Avenue,0.0,"< 100",c4142c3afead364a7678bffbb1987c7e
North Saint Louis Avenue,0.0,"< 100",c4790333a08de4f7beb4863dcfeeac0a
North Saint Louis Avenue,0.0,"< 100",c6d62e1124755c7defc9d8cf9103c5ef
,0.0,"< 100",ca127c6ab103602d589e4f923f8856b7
Southeast Division Street,0.0,"< 100",cfec3592b2394fe9838f7ff34107b85a
North Saint Louis Avenue,0.0,"< 100",cff33fe6bd9dd495111e57d59378de98
North McKenna Avenue,0.0,"< 100",d0f81daff9b9089ee8e267d718bbb72a
North Wabash Avenue,0.0,"< 100",d2819f7b3c9e780cec93ace489f99de8
North Columbia Way,0.0,"< 100",d2fdd8eb77886974cc1fc9d7c41afde2
North Ivanhoe Street,0.0,"< 100",d6866ec755c883780243c3faf6835cd1
Northeast Thompson Street,0.0,"< 100",d862c1ea5da74b083045984a9cc22245
,0.0,"< 100",d97d57c178be84de74e424f4a9b957f5
North Saint Louis Avenue,0.0,"< 100",dca4a23e2cbb0f76f65a81e78670cf02
North Columbia Way,0.0,"< 100",de11de6915ac7335873401b3faf9a712
North Richmond Avenue,0.0,"< 100",de40766be6630843a74a8c309f057e38
North Ivanhoe Street,0.0,"< 100",df8a92cac6052de0fb237226dc0e1468
North Ivanhoe Street,0.0,"< 100",e57a4d68208f4f5ab627fb2d3fc588dd
,0.0,"< 100",e69d2d5628eb68e6dda06c98ebae9f62
,0.0,"< 100",e9c29ae490119efe26058ad6b7101c3a
,0.0,"< 100",ea5ae06472f217da7fc5e874dfbd2759
North Ivanhoe Street,0.0,"< 100",ea6b5a59b39440f8c82b53dd2bd5bdcd
North McKenna Avenue,0.0,"< 100",ed1fb2c4e5b8fcfc6ae25bbec69ea8d3
,0.0,"< 100",f0dd78a87176f0b0204ff38b472d1708
North Saint Louis Avenue,0.0,"< 100",f2feb02186968487d769c15b51856665
North Columbia Way,0.0,"< 100",f38c4cfe3ec3a740d3ba23b2bccaf98e
North Smith Street,0.0,"< 100",f40ffbcc1dea97e552ed4858025c201e
North Wabash Avenue,0.0,"< 100",f817b470e148e62b36ad9c0d875fea23
Northeast 88th Avenue,0.0,"< 100",fb4f5ba5adae26580eb4c56779710717
,0.0,"< 100",fbaa3d96e88a552f2b1226925746b03a
,0.0,"< 100",fc061d311296252df7f5b37627af3c44
Southeast Pine Street,0.0,"< 100",fe87a6ceef2dbbae06244060063623d0
North Saint Louis Avenue,0.0,"< 100",ff0bce3edb11ac2bc2fa7369e35b336c
,0.0,"< 100",06472f9b5558cbba71091c0ed3c0c00d
North Lombard Street; US 30 Bypass,0.0,"< 100",0c8d209ca0e338d42ccaecd087c46d05
North Kerby Avenue,0.0,"< 100",12b9ec278f1b590229c682a2249df7d1
,0.0,"< 100",1375fe4e2fbdffadf5d6df1eef1bd559
Northeast 34th Avenue,0.0,"< 100",225db4d945d0bfcb580b8f2da13b751e
Southeast 127th Avenue,0.0,"< 100",2895732d6a5e269d96b28e76b2958286
Northeast 79th Avenue,0.0,"< 100",2cfe8f05690f27d9f5729d00a2ccf9da
,0.0,"< 100",325fe43c0a2a77bd47d91b081c6a1a3b
North Kerby Avenue,0.0,"< 100",33e5e67639b80f5618e7020bd3c7cbb3
,0.0,"< 100",3658a2977b7558cdef464f501b610e37
Northeast Pacific Street,0.0,"< 100",42b07ca971dfffbc09751167dbb72d17
,0.0,"< 100",441578d735c93b12c459c1e62bbe57eb
Northeast Thompson Street,0.0,"< 100",46b87742b5db8061df9bc1a9282fffbc
,0.0,"< 100",48c92b928198abd0439dc840380fbbbb
North Albina Avenue,0.0,"< 100",4b363dfcbbc2d44d3f64275a4a6eefde
,0.0,"< 100",4e4b046941985cb6ebd9c86d17cf41fe
North Arlington Place,0.0,"< 100",51611354876920b9d3d5e25a3ff0c109
North Delaware Avenue,0.0,"< 100",55b9a664f9cb90c0e1067e40714abd59
,0.0,"< 100",68db008da788fb42c77328432d7b24b1
Northeast Pacific Street,0.0,"< 100",6babe4e154eaf34fed6ebc0f156fe00d
North Rosa Parks Way,0.0,"< 100",7c45110485c157e36dd3cd7ce82a906c
North Rosa Parks Way,0.0,"< 100",861982c4644733224359a4aa2c67ace5
Southeast Madison Street,0.0,"< 100",8c8cbca195cd728f0a962a3dbaf3b183
,0.0,"< 100",8dbc07372b45b4e39fd9393d78b3e139
,0.0,"< 100",96bf4dc1ca60ce1a9ceb18f70b802e68
North Kerby Avenue,0.0,"< 100",9908d33693309cc8375a34e84ee8b691
Southeast Alder Street,0.0,"< 100",99790a832d4485f6c0f89b135abb5fc7
,0.0,"< 100",a31f66de0ae855d3e445d8e7946b70e3
Southeast Main Street,0.0,"< 100",a5db96b61cfbdc9da2a743b781d29337
,0.0,"< 100",aa8c25861dc940a57cddedc38c7981d2
,0.0,"< 100",b5d5b04efbf3800f9560d1d7ec7857a1
North Lombard Street; US 30 Bypass,0.0,"< 100",b62ed374af861c30921a556de4a40f49
Southeast Ivon Street,0.0,"< 100",b64a1db770bfd578104367f778ea8bb7
North Farragut Street,0.0,"< 100",b8e4e6adcb5e4dc2e72d9a69f3a7f5b9
,0.0,"< 100",bb394eb1bf58887956f089f8bb6f44a4
,0.0,"< 100",bec7e2899e11f1bb2dd1e9238e767463
North Kerby Avenue,0.0,"< 100",c01fd97502e217bd3e8560639abc20e5
,0.0,"< 100",cc5d827c89d18ea7c3d9ae7bd01b48dc
,0.0,"< 100",dafd3776667894d6a1ae0a9443c55a1d
,0.0,"< 100",e8226ad4c14311e645bab54c624d6a05
,0.0,"< 100",e8461003dc380e64ee385c9be259f054
North Watts Street,0.0,"< 100",eab62cc08ac3e768690eb669f991e310
Southeast Alder Street,0.0,"< 100",f17d00431c71caa8ce88f06ffe94002f
Northeast Pacific Street,0.0,"< 100",f4f568674125f3fa1ce66896726d3323
Northeast Hassalo Street,0.0,"< 100",f8b6b4631fd579be7ce241dd32848ab6
,0.0,"< 100",099f7375fc27ed6c8e1ce7b15636b6b2
Northeast 18th Avenue,0.0,"< 100",1c1c630ac45b32dde61adef85c301b1b
Southeast 74th Avenue,0.0,"< 100",42b7306db87b82364bca28a7c0270d93
North Borthwick Avenue,0.0,"< 100",4a2cf70a00a12a163dd727a22686f7ba
Northeast Hoyt Street,0.0,"< 100",5258f09af04250b7492cacd6557d69ba
North Rosa Parks Way,0.0,"< 100",58cb6312adf946802070521e4f014c87
Southeast Pine Street,0.0,"< 100",68412b394b5d643c70a5718b9fd2f6fe
,0.0,"< 100",68b155970344d98278788d76736c716b
Southeast 73rd Avenue,0.0,"< 100",6b7b9824b09ea5d529a2b2a39bfb393c
,0.0,"< 100",78d8258158c90be5af2401194ed84dc2
Southeast 74th Avenue,0.0,"< 100",826169217aa6b70306c489c39a79dec8
,0.0,"< 100",8c87dfb8d2d9ca2d31db5d25c4eca7ee
,0.0,"< 100",906e47023a70985bcfcd7cd68740139e
,0.0,"< 100",943e2eef376365b863a3d7ef843042d9
,0.0,"< 100",9b377e508c3fabf8d0065ff126916200
,0.0,"< 100",adedcf3fa2c1c104251176f8ca8bf1cc
Northeast 122nd Avenue,0.0,"< 100",b0706b979505b5a821fe1797cc5c8ce4
Northeast Sandy Boulevard,0.0,"< 100",bac1d61429670a6ecf57b53107a46c6f
,0.0,"< 100",bff491326c409fc6e7942f5b8c425870
,0.0,"< 100",c06ae28b7d01067051f58624e7cf1567
,0.0,"< 100",c5fc1f43b0fcee4d9f90cc341af20b06
,0.0,"< 100",d0d6f5419782a3c6c5daf62257074fe6
,0.0,"< 100",d0f81d8e4d4a81cd7da0bfba59dd90a0
Southeast 73rd Avenue,0.0,"< 100",d216f2d5b76aa012a2d2c06cd6dd9443
,0.0,"< 100",e2104675b6e08e632ab63d8983f84f5a
North Webster Street,0.0,"< 100",ea63ce9ae136a607c0a3c481cc883576
Northeast 52nd Avenue,0.0,"< 100",0035c4c0e8369673f30008bc56254eab
Northeast 35th Place,0.0,"< 100",042b569dfb57fb030e04327d1af5d555
Southwest Terwilliger Boulevard,0.0,"< 100",09bcfce3661b3c0eefa5ec11aea4f423
,0.0,"< 100",0bf78f4139c2e6d388bc62ce70eeba3a
,0.0,"< 100",12b870714548cc0f51136ca053636045
North Argyle Way,0.0,"< 100",14c7fd3a68804c9e3c1ab8290818a66d
,0.0,"< 100",1f89a792e60e4d23de5bc68c029a91e8
Northeast Jessup Street,0.0,"< 100",21dc1bd068ac7c04a52e42b9823eb61f
Northeast Lenore Street,0.0,"< 100",220c4e3b43228f34f12c5d12f60f1b69
Northeast 35th Place,0.0,"< 100",297e1314126adc795fb2133e3d3f5aec
,0.0,"< 100",2b4b5a5abd224171b85c6af1222d259d
Northeast 52nd Avenue,0.0,"< 100",31a254c2088918fe5d0e2e9bdc655517
Northeast 45th Avenue,0.0,"< 100",354f83c5d0f2d3abf4b8291528f4190d
Southeast Harrison Street,0.0,"< 100",371b9d17fe0bd9834040279b0c075417
North Leonard Street,0.0,"< 100",3e6a50bb373caef5746899f097cce2da
,0.0,"< 100",406569cbd95d9264b687eb519038d969
,0.0,"< 100",462c2bdae44155894e0da487d83e1ebb
Northeast Jessup Street,0.0,"< 100",597869f354663c7fe3caab57f5111f1a
,0.0,"< 100",6354778bd34c1115f50b996f385f50ca
Northeast Jarrett Street,0.0,"< 100",66eadef7c7d5c2a79995fa657bf82855
,0.0,"< 100",68367ad373ee9d5e902a277da3d25748
,0.0,"< 100",686f6f47925f614a342a03a3ca980c6a
Northeast 35th Place,0.0,"< 100",72757ca4924f30089401a2bb270ec549
Northeast 61st Avenue,0.0,"< 100",74e9fb1df6f9134b964478044faa5cda
,0.0,"< 100",78979ebd5ada4ef8a2ebee12e018c6b4
Northeast 35th Place,0.0,"< 100",7a66ca6b9cd841980d0cfeef40f9f8c0
,0.0,"< 100",80691f0f7fc2d44cb7b306669700a53b
,0.0,"< 100",895c02c003b4b12bc769b2a7bacc7a20
,0.0,"< 100",8a8c24b7f200cf9ee2f43d4fdce321c6
,0.0,"< 100",9328aaf26fa33d9f327dff23551fb7cc
,0.0,"< 100",9a687b6d8d2429caaa3a1cdda8af8ca5
,0.0,"< 100",9baa2e9a77c26066a429b316bf44aa07
Northeast 45th Avenue,0.0,"< 100",a52cfe837e96389d4d57c0325f3b6177
,0.0,"< 100",a86ddbedee7b9d1b11b46b9f8cbeba50
,0.0,"< 100",a8a7b7906ce3530ea0e39cff69fe5212
Terwilliger Trail,0.0,"< 100",a9ab59c0470daee0c037158e004bc128
Southeast 73rd Avenue,0.0,"< 100",ab48f1ffdca0db861bd2e5e31769ee5c
Terwilliger Trail,0.0,"< 100",abd0f5aacd9f803adcfdfd2fc1ebc4ae
North Heppner Avenue,0.0,"< 100",af4353b74f61bba08e0a2dd6300e8428
,0.0,"< 100",b82ac7d230c0c7c7e6b1e0fc242aef65
Terwilliger Trail,0.0,"< 100",bfbe3d08913021262b809af4258bb023
North Leonard Street,0.0,"< 100",c0713fd6503ca7cd39432cb24765c243
,0.0,"< 100",ce749d1086af9617ad8a967a612cc465
Northeast 35th Place,0.0,"< 100",dbf3c301d27d9bb2f01b4b9a324063e7
,0.0,"< 100",e49e8ea5bbc79940bf5dad3526e62a29
,0.0,"< 100",e7aec04ce94408f2db6cb94b01a8a0df
North Argyle Way,0.0,"< 100",edcf03f6fdcb252d54978b02d5c32169
,0.0,"< 100",ede84b657ec71988517a8f5830036ed0
,0.0,"< 100",f6667140476e42bb3010032a10ab6762
,0.0,"< 100",fc71b6604d9655e047aefdc911560b04
Northeast Beryl Terrace,0.0,"< 100",0b22e4232bfa4db91fd14a7ac20ef325
Northeast Beryl Terrace,0.0,"< 100",2988165d99b05c2c0bfbc547dc5850ca
Southeast 56th Avenue,0.0,"< 100",3f08ab1c9c9de2c5a17bb25a74fe43a7
North Charleston Avenue,0.0,"< 100",4731ed997743b4cb798a987af1a13edf
North Buchanan Avenue,0.0,"< 100",4ba3d612a69f0657d1b395cf069615d4
Northeast 82nd Avenue; OR 213,0.0,"< 100",5d301fe7fe8be193e974687eec2bec70
Northeast 82nd Avenue; OR 213,0.0,"< 100",61b75864b5685af14d4a809637278157
,0.0,"< 100",703b573e649e02f2379ab08c309eb074
Northeast 82nd Avenue; OR 213,0.0,"< 100",82a6842b730235dccd36d3d56824a72e
North Charleston Avenue,0.0,"< 100",888cdfac31e83681a4a1c444ec0df5be
,0.0,"< 100",9a7753649527074fe9787f448d737e84
,0.0,"< 100",a96c422cbcc2254e36cebeccc23f9f68
Northeast 82nd Avenue; OR 213,0.0,"< 100",afc9fd2626799fb8f833de8d1f678844
North Buchanan Avenue,0.0,"< 100",bb0c813214aad0f0d4e1f9b60da95899
Southeast 79th Avenue,0.0,"< 100",bcf1f1b54c9efd4c0f58763a61b5b19e
,0.0,"< 100",c21d79f65a2394d4db6c24eb9a6b41c1
Northeast 82nd Avenue; OR 213,0.0,"< 100",c5caba31422fc574d0b96c212946a4c4
,0.0,"< 100",d25953f1401903456bd0b6d03d4388ab
North Buchanan Avenue,0.0,"< 100",dff649e52e73525f69dd13a8680522fe
,0.0,"< 100",e32ca3d675753ddefb77df28f1d1d4f1
North Charleston Avenue,0.0,"< 100",e572c8291aa010278c3495a557663591
,0.0,"< 100",f51634f1484f036777e28f77529e8898
North Buchanan Avenue,0.0,"< 100",f9280167f6acc0b9ce058950df50a853
Southwest Gibbs Street,0.0,"< 100",fcd8d83daa34bfaff7a4671cc8dd0099
,0.0,"< 100",fd913198493dab7650dbd04b144eb34e
North Kilpatrick Street,0.0,"< 100",02df572bb3ba3c66edd38804848a20fe
Northeast 86th Avenue,0.0,"< 100",06158a14888a85badff4e16fb9ce4c17
North Rosa Parks Way,0.0,"< 100",07544ee4f5efd23310870cbef409222f
,0.0,"< 100",10542d9bf9dc7e6e3838423e966b4204
Northeast Broadway,0.0,"< 100",1214ff3687dbdb8d058fafe5a7c5ff7d
North Kilpatrick Street,0.0,"< 100",16d79a1687f182fe8e52a1eecd2ca17c
Southeast 15th Avenue,0.0,"< 100",1ef834da98763199dbae730f9e6d6a5a
,0.0,"< 100",2566b1f4b8d746e9311e45fdad40e5a9
,0.0,"< 100",3d1aafb9ccd4cd06d83ef7e7b5c2f523
,0.0,"< 100",3e62a4f5e20f601ef0b8876615689738
,0.0,"< 100",46112dd2cb0066e126d28aa24dbf1c56
North Kilpatrick Street,0.0,"< 100",4e3a025fd7cc26facddd9facba8e4413
,0.0,"< 100",66ffd2bd0e77aede0949c6bec79100cf
,0.0,"< 100",98c665051d3316d407681b9eac53b9ed
,0.0,"< 100",9e0101f4f00bcb90811210ba6c304155
,0.0,"< 100",a8a85fd71f6e09f00a85dba3d28d19a9
,0.0,"< 100",af7f6c29bab8ca163f868421fcc4f178
North Kilpatrick Street,0.0,"< 100",d0bdc7fdb7f6e5fb0dff1d34ac9ad2c6
North Charleston Avenue,0.0,"< 100",d594a8b664496be110b4619010ae828d
,0.0,"< 100",d7fdbda4629f0d838be0ee680690d8c7
,0.0,"< 100",ea8bb3c86f683177a94d02093ec71709
Southeast Lexington Street,0.0,"< 100",ffc2bd6e7aee31a827ab614d79d00a0f
Southeast Raymond Court,0.0,"< 100",012b39e011d3681a58dccc26bbe7a015
Northeast Clackamas Street,0.0,"< 100",168acf9dedb9d96e231cb7094402f29c
Southwest Porter Street,0.0,"< 100",22c87c126a863cb483b02c02529c2244
,0.0,"< 100",340422388b6ef449f509ed08ab6148db
Northeast Clackamas Street,0.0,"< 100",365a3358c5c5a28378320c9022b2c14d
Northeast Emerson Street,0.0,"< 100",38864e3e9b9f9205e04c0209f3768ebc
Northeast 69th Avenue,0.0,"< 100",3d9204744567b180915ec84ef3a38bea
Northeast Hancock Street,0.0,"< 100",3f0b98b27c98631ee755feeafc1e649f
North Burr Avenue,0.0,"< 100",425b790c06bfb69ab83f50a1bf4d7f09
Northeast 52nd Avenue,0.0,"< 100",4847f959221810a4556a65923b4eba84
North Lombard Street,0.0,"< 100",5438b0d3688c4723550df3c96d91c13d
,0.0,"< 100",57e9fdea9b96261c7ae706274a5a4b65
,0.0,"< 100",63ddc641f5ae262f9b0e0c6d5d3d88bf
,0.0,"< 100",66c085f4c16c7bb34860a62b496d8d7c
North Allegheny Avenue,0.0,"< 100",72b3e26b7b853d773df2298bea603ee8
Northeast 90th Avenue,0.0,"< 100",7585790695df5dbabc884e427e154920
,0.0,"< 100",7635fcd2bdfc6862bd85bdd53883b78d
North Mohawk Avenue,0.0,"< 100",781c4b7866ef5d5b81860906f75b9162
,0.0,"< 100",7a211b322816fc2ab4da2b08beb50114
Southeast 84th Avenue,0.0,"< 100",8b043171e1d9fd4cbe3d15a0270fb4a4
,0.0,"< 100",92c96b2c3eee1f09a841794f6678dfab
North Burr Avenue,0.0,"< 100",947d7ed65bfa02ad95641e1b7c0ab43c
Southeast 11th Avenue,0.0,"< 100",953b8c2a0e60bb970cc4372489c1f250
,0.0,"< 100",988f009519d004110140468cfb7f17e1
,0.0,"< 100",9ad372874e5f25fb6f31081783177253
Northeast Clackamas Street,0.0,"< 100",a5e4d6abb1c136ad5a56411715601c48
Southeast Morrison Street,0.0,"< 100",a6bd3dce849cead1567a1e7f1afd876b
,0.0,"< 100",b848e1821ff4621537cd98ce25fd2694
North Burr Avenue,0.0,"< 100",bf291839d1fcdeb38869f6952bf35ea9
Northeast 100th Avenue,0.0,"< 100",caa532f0cdfe3118128a66b072be3872
,0.0,"< 100",cb2f0df0ad1ea58630250d214e5afd52
,0.0,"< 100",cd710cd21e2f448e624ec254f69db191
,0.0,"< 100",cf504eed5dde2687825921dfbc7e25fe
,0.0,"< 100",d28393ae90df0c8d09401b1178a95b6f
Northeast 80th Avenue,0.0,"< 100",d82079378739d7cc7f88e5efef07f949
,0.0,"< 100",dc8c163151accc6975614fe3469608c9
Southwest Porter Street,0.0,"< 100",df7688e4d0eebb0fcdf2388fce3cdf9c
Southwest Porter Street,0.0,"< 100",e42d7ff868cfcf3f6396f7221558ccc1
Northeast Broadway,0.0,"< 100",ed97703dbf6238b2a2223cceab4fd8a0
Southwest Porter Street,0.0,"< 100",fe7ceaeae01f34a525f5c5c92e598de8
Northeast 65th Avenue,0.0,"< 100",068979c73feee31a1ef7580c8d6105e1
North Saratoga Street,0.0,"< 100",0baac911794792ce24850a568cc2b02b
North Delaware Avenue,0.0,"< 100",0e0192b5a1a329caa57036d4d20837eb
Southeast 122nd Avenue,0.0,"< 100",11d23ddb0496d6757bd089147b5b71c5
,0.0,"< 100",12828d543f02309b6363d51938adddaa
North Delaware Avenue,0.0,"< 100",12a140396cda488fdb3c49646a08d56a
Northeast Failing Street,0.0,"< 100",1750b3facc613719ee0e4a0d279cf27a
,0.0,"< 100",23105683c3fdf533e8c239c53b1a62b2
North Delaware Avenue,0.0,"< 100",26a002e0484a9a3da00180a7d42888c9
Northeast 59th Avenue,0.0,"< 100",2b0baec2e4bb03fbb6950d5525538024
Northeast 79th Avenue,0.0,"< 100",2f15eb5bdad1f384df5dcca766d7c7e8
,0.0,"< 100",398c1d98a7ddc3352df9e2ecd41d5b97
Northeast 111th Avenue,0.0,"< 100",3dcc492716846b4ce80e13c3b03238ac
North Hodge Avenue,0.0,"< 100",4b02facfc5913984f5b756cc9c21dc73
Southeast 64th Avenue,0.0,"< 100",5262c7afd4ab792d72b64e64bd2e95cc
,0.0,"< 100",52ceb38e48e6ef1248d25127cb582c1e
,0.0,"< 100",6e8dde524c97d050a7ef62eedd91bec9
Southeast 122nd Avenue,0.0,"< 100",7a19b99b730d6316310ad2fb71ca5b70
Northeast 65th Avenue,0.0,"< 100",7a57ef322b201e6e0b96f761fc6df5b2
North Holman Street,0.0,"< 100",8871df11f04e01d4464823ec5ca5ef5c
Northeast 111th Avenue,0.0,"< 100",8bfd61bbc595e0044e66f244d90dcb75
Northeast 111th Avenue,0.0,"< 100",a21e47df794de2f826641b1a97bd9f35
Southeast 122nd Avenue,0.0,"< 100",a59cd2a29dafb49b4bcd3ba139bf9d70
Northeast 104th Avenue,0.0,"< 100",b1d205130d5931e7e772df71616f6644
North Delaware Avenue,0.0,"< 100",beef5bb59a1ede9c956b5cdd9179a552
North Saratoga Street,0.0,"< 100",c650bf29a3609ba96284b22240a67027
North Delaware Avenue,0.0,"< 100",c9b4178648d9131515b32dd8591b7c97
North Richmond Avenue,0.0,"< 100",cc6c5c88e2f5ecbe558d20a28ae0ac22
,0.0,"< 100",d127aab3d2cb11dfbdc2a0b5e6b49b15
Southeast 122nd Avenue,0.0,"< 100",d5ab0bf2e1e808729e2544bca9e03827
,0.0,"< 100",d9587d192d039414951f002bdc451117
North Dekum Street,0.0,"< 100",de89dd25d7bda18f787d069b00a30860
North Delaware Avenue,0.0,"< 100",e047253b494bc93342f5e296e63ba9c0
Northeast 106th Avenue,0.0,"< 100",e5848683c9509ba4920d24b3dc64cefc
Northeast 104th Avenue,0.0,"< 100",e5ffdc22376089dc250b37a0e23d0b20
,0.0,"< 100",efa65d7cac45b29aee1e47a03729c843
,0.0,"< 100",f8dcc133e14fc68b8a1d7f9e6b2bfa61
Northeast 111th Avenue,0.0,"< 100",fac8b77f751f4073cd6d17b09822f596
,0.0,"< 100",facd11f317a7b4b2dca86bafc8d810df
,0.0,"< 100",fcefbf0cfba712302e3f44f567389825
,0.0,"< 100",fdda195460f1623fc495008085498584
,0.0,"< 100",ff2064147f9bba31ed5820efd8614182
,0.0,"< 100",07dbc74a5ee7a06e8287a2021ddc076d
Northeast 72nd Avenue,0.0,"< 100",090e7bc963a9c0f524615aa666d50af3
,0.0,"< 100",0ccc412e92851ce3ea32ebd575b03563
,0.0,"< 100",116a984d1cbccba2497de95ecc13cf9b
Northeast 60th Avenue,0.0,"< 100",1268431336501481d89e968e4eaeb426
Whitaker Connector,0.0,"< 100",1723f20af90b419750f32306f38a25fb
Whitaker Connector,0.0,"< 100",1a2bd27d0bbfee2a566ef194ac421dc1
,0.0,"< 100",1d9d85c284ce10bf506d7c9885688c52
North Emerald Avenue,0.0,"< 100",1e4c604a6d96042f40fcc75a3c690bb6
Southeast 92nd Avenue,0.0,"< 100",235f6ffafdecf730d0588589192ef36b
,0.0,"< 100",27481c88c73d1174bddab9069825074e
,0.0,"< 100",349ed57ad04d8b2d7832a52c137eaaf4
,0.0,"< 100",3cac55ae14c39a68efcb45a5e25f53a6
North Emerald Avenue,0.0,"< 100",3d29010daf5b3f28a27b9f55f30b8ca5
Southwest Terwilliger Boulevard,0.0,"< 100",5202abc6c62436a7f5524ecdea11a87e
Southwest Condor Lane,0.0,"< 100",611f0024563995d17dba761c0173ab31
Whitaker Connector,0.0,"< 100",73a2566ab701acaa4c962650f50d7305
Southeast 9th Avenue,0.0,"< 100",81febc36ddeae56bd16f41099e5906e6
Southeast Taggart Street,0.0,"< 100",83cbe371e7bd407c0bf8b7486fa3a144
Southwest Whitaker Street,0.0,"< 100",848260c4c0e2510e4a7f107bcc2880cc
Northeast Hassalo Street,0.0,"< 100",871713510c84b94b04d28b04902ba552
,0.0,"< 100",8ad8fba47afbbccef636812991ef7443
,0.0,"< 100",9aef5f94c0b09e25696547f256ca7e3d
,0.0,"< 100",a406fb87aad9216bf151e0bfc29c9b7b
,0.0,"< 100",a52c774e36f14a411f3aa4d91782edc6
,0.0,"< 100",ab29ce025d0527f29ecf20256117a5e1
,0.0,"< 100",adaf481afb9bca1dfeae45de255813a3
,0.0,"< 100",c1b5e347bc9609619f93c01678c2d92a
